experiment,worm.number,Infection Date,wormStrain,sporeStrain,sporeDose,Spores(M)/cm2,doseLevel,spores,meronts,embryos,expTimepoint,infection.type,Total Worms,Plate Size,fixingDate,Staining Date,Slide date,Imaging Date
200714_MY1_LUAm1_0M_72hpi,30,200711,MY1,LUAm1,0,0,Mock,FALSE,FALSE,12,72,continuous,1000,6,200714,200810,200811,200813
200714_MY1_LUAm1_10M_72hpi,30,200711,MY1,LUAm1,10,0.353857042,Medium,FALSE,TRUE,1,72,continuous,1000,6,200714,200810,200811,200813
200714_N2_MAM1_4M_72hpi,30,200711,N2,MAM1,4,0.141542817,Medium,FALSE,TRUE,13,72,continuous,1000,6,200714,200810,200811,200813
200714_JU1400_MAM1_4M_72hpi,30,200711,JU1400,MAM1,4,0.141542817,Medium,FALSE,TRUE,7,72,continuous,1000,6,200714,200810,200811,200813
200714_N2_LUAm3_10M_72hpi,30,200711,N2,LUAm3,10,0.353857042,Medium,FALSE,TRUE,12,72,continuous,1000,6,200714,200810,200811,200813
200714_JU1400_LUAm3_10M_72hpi,30,200711,JU1400,LUAm3,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200714,200810,200811,200813
200714_N2_AWRm78_3.5M_72hpi,30,200711,N2,AWRm78,3.5,0.123849965,High,TRUE,TRUE,8,72,continuous,1000,6,200714,200810,200811,200813
200714_JU1400_AWRm78_3.5M_72hpi,30,200711,JU1400,AWRm78,3.5,0.123849965,High,FALSE,TRUE,10,72,continuous,1000,6,200714,200810,200811,200813
200714_N2_ERTm5_1.75M_72hpi,30,200711,N2,ERTm5,1.75,0.061924982,Medium,TRUE,TRUE,9,72,continuous,1000,6,200714,200810,200811,200813
200714_N2_ERTm5_3.5M_72hpi,30,200711,N2,ERTm5,3.5,0.123849965,High,TRUE,TRUE,0,72,continuous,1000,6,200714,200810,200811,200813
200714_JU1400_ERTm5_1.75M_72hpi,30,200711,JU1400,ERTm5,1.75,0.061924982,Medium,FALSE,FALSE,10,72,continuous,1000,6,200714,200810,200811,200813
200714_JU1400_ERTm5_3.5M_72hpi,30,200711,JU1400,ERTm5,3.5,0.123849965,High,FALSE,FALSE,0,72,continuous,1000,6,200714,200810,200811,200813
200714_MY1_ERTm5_1.75M_72hpi,30,200711,MY1,ERTm5,1.75,0.061924982,Medium,FALSE,TRUE,20,72,continuous,1000,6,200714,200810,200811,200813
200714_MY1_ERTm5_3.5M_72hpi,30,200711,MY1,ERTm5,3.5,0.123849965,High,FALSE,TRUE,9,72,continuous,1000,6,200714,200810,200811,200813
200714_N2_MAM1_8M_72hpi,30,200711,N2,MAM1,8,0.283085633,High,FALSE,TRUE,32,72,continuous,1000,6,200714,200810,200811,200813
200714_JU1400_MAM1_8M_72hpi,30,200711,JU1400,MAM1,8,0.283085633,High,FALSE,TRUE,3,72,continuous,1000,6,200714,200810,200811,200813
200721_N2_LUAm1_0M_72hpi,30,200718,N2,LUAm1,0,0,Mock,FALSE,FALSE,16,72,continuous,1000,6,200721,200817,200818,200819
200721_N2_LUAm1_10M_72hpi,30,200718,N2,LUAm1,10,0.353857042,Medium,FALSE,TRUE,8,72,continuous,1000,6,200721,200817,200818,200819
200721_JU1400_LUAm1_0M_72hpi,30,200718,JU1400,LUAm1,0,0,Mock,FALSE,FALSE,9,72,continuous,1000,6,200721,200817,200818,200819
200721_JU1400_LUAm1_10M_72hpi,30,200718,JU1400,LUAm1,10,0.353857042,Medium,FALSE,FALSE,0,72,continuous,1000,6,200721,200817,200818,200819
200721_ED3052A_LUAm1_0M_72hpi,30,200718,ED3052A,LUAm1,0,0,Mock,FALSE,FALSE,18,72,continuous,1000,6,200721,200817,200818,200819
200721_ED3052A_LUAm1_10M_72hpi,30,200718,ED3052A,LUAm1,10,0.353857042,Medium,FALSE,TRUE,6,72,continuous,1000,6,200721,200817,200818,200819
200721_ED3052B_LUAm1_0M_72hpi,30,200718,ED3052B,LUAm1,0,0,Mock,FALSE,FALSE,12,72,continuous,1000,6,200721,200817,200818,200819
200721_ED3052B_LUAm1_10M_72hpi,30,200718,ED3052B,LUAm1,10,0.353857042,Medium,FALSE,TRUE,6,72,continuous,1000,6,200721,200817,200818,200819
200721_MY1_LUAm1_0M_72hpi,30,200718,MY1,LUAm1,0,0,Mock,FALSE,FALSE,1,72,continuous,1000,6,200721,200817,200818,200819
200721_MY1_LUAm1_10M_72hpi,30,200718,MY1,LUAm1,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200721,200817,200818,200819
200721_N2_MAM1_4M_72hpi,30,200718,N2,MAM1,4,0.141542817,Medium,TRUE,TRUE,13,72,continuous,1000,6,200721,200817,200818,200910
200721_JU1400_MAM1_4M_72hpi,30,200718,JU1400,MAM1,4,0.141542817,Medium,FALSE,TRUE,6,72,continuous,1000,6,200721,200817,200818,200910
200721_N2_LUAm3_10M_72hpi,30,200718,N2,LUAm3,10,0.353857042,Medium,FALSE,TRUE,20,72,continuous,1000,6,200721,200817,200818,200910
200721_JU1400_LUAm3_10M_72hpi,30,200718,JU1400,LUAm3,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200721,200817,200818,200910
200721_N2_AWRm78_3.5M_72hpi,30,200718,N2,AWRm78,3.5,0.123849965,High,TRUE,TRUE,18,72,continuous,1000,6,200721,200817,200818,200910
200721_JU1400_AWRm78_3.5M_72hpi,30,200718,JU1400,AWRm78,3.5,0.123849965,High,FALSE,TRUE,2,72,continuous,1000,6,200721,200817,200818,200910
200721_N2_ERTm5_1.75M_72hpi,30,200718,N2,ERTm5,1.75,0.061924982,Medium,TRUE,TRUE,12,72,continuous,1000,6,200721,200817,200818,200910
200721_N2_ERTm5_3.5M_72hpi,30,200718,N2,ERTm5,3.5,0.123849965,High,TRUE,TRUE,11,72,continuous,1000,6,200721,200817,200818,200910
200721_JU1400_ERTm5_1.75M_72hpi,30,200718,JU1400,ERTm5,1.75,0.061924982,Medium,FALSE,TRUE,11,72,continuous,1000,6,200721,200817,200818,200910
200721_JU1400_ERTm5_3.5M_72hpi,30,200718,JU1400,ERTm5,3.5,0.123849965,High,FALSE,FALSE,0,72,continuous,1000,6,200721,200817,200818,200910
200721_MY1_ERTm5_1.75M_72hpi,30,200718,MY1,ERTm5,1.75,0.061924982,Medium,TRUE,TRUE,14,72,continuous,1000,6,200721,200817,200818,200910
200721_MY1_ERTm5_3.5M_72hpi,30,200718,MY1,ERTm5,3.5,0.123849965,High,FALSE,TRUE,15,72,continuous,1000,6,200721,200817,200818,200910
200721_N2_MAM1_8M_72hpi,30,200718,N2,MAM1,8,0.283085633,High,FALSE,TRUE,8,72,continuous,1000,6,200721,200817,200818,200910
200721_JU1400_MAM1_8M_72hpi,30,200718,JU1400,MAM1,8,0.283085633,High,FALSE,TRUE,0,72,continuous,1000,6,200721,200817,200818,200910
200821_N2_LUAm1_0M_72hpi,30,200818,N2,LUAm1,0,0,Mock,FALSE,FALSE,25,72,continuous,1000,6,200821,200831,200903,200912
200821_N2_LUAm1_10M_72hpi,30,200818,N2,LUAm1,10,0.353857042,Medium,FALSE,TRUE,7,72,continuous,1000,6,200821,200831,200903,200912
200821_JU1400_LUAm1_0M_72hpi,30,200818,JU1400,LUAm1,0,0,Mock,FALSE,FALSE,15,72,continuous,1000,6,200821,200831,200903,200912
200821_JU1400_LUAm1_10M_72hpi,30,200818,JU1400,LUAm1,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200821,200831,200903,200912
200821_VC40171_LUAm1_0M_72hpi,30,200818,VC40171,LUAm1,0,0,Mock,FALSE,FALSE,14,72,continuous,1000,6,200821,200831,200903,200912
200821_VC40171_LUAm1_10M_72hpi,30,200818,VC40171,LUAm1,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200821,200831,200903,200912
200821_AWR144_LUAm1_0M_72hpi,30,200818,AWR144,LUAm1,0,0,Mock,FALSE,FALSE,20,72,continuous,1000,6,200821,200831,200903,200912
200821_AWR144_LUAm1_10M_72hpi,30,200818,AWR144,LUAm1,10,0.353857042,Medium,FALSE,TRUE,12,72,continuous,1000,6,200821,200831,200903,200912
200821_AWR145_LUAm1_0M_72hpi,30,200818,AWR145,LUAm1,0,0,Mock,FALSE,FALSE,12,72,continuous,1000,6,200821,200831,200903,200912
200821_AWR145_LUAm1_10M_72hpi,30,200818,AWR145,LUAm1,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200821,200831,200903,200912
200825_N2_LUAm1_0M_72hpi,30,200822,N2,LUAm1,0,0,Mock,FALSE,FALSE,16,72,continuous,1000,6,200825,200903,200908,200918
200825_N2_LUAm1_10M_72hpi,30,200822,N2,LUAm1,10,0.353857042,Medium,FALSE,TRUE,11,72,continuous,1000,6,200825,200903,200908,200918
200825_JU1400_LUAm1_0M_72hpi,30,200822,JU1400,LUAm1,0,0,Mock,FALSE,FALSE,8,72,continuous,1000,6,200825,200903,200908,200918
200825_JU1400_LUAm1_10M_72hpi,30,200822,JU1400,LUAm1,10,0.353857042,Medium,FALSE,TRUE,6,72,continuous,1000,6,200825,200903,200908,200918
200825_VC40171_LUAm1_0M_72hpi,30,200822,VC40171,LUAm1,0,0,Mock,FALSE,FALSE,2,72,continuous,1000,6,200825,200903,200908,200918
200825_VC40171_LUAm1_10M_72hpi,30,200822,VC40171,LUAm1,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200825,200903,200908,200918
200825_AWR144_LUAm1_0M_72hpi,30,200822,AWR144,LUAm1,0,0,Mock,FALSE,FALSE,21,72,continuous,1000,6,200825,200903,200908,200921
200825_AWR144_LUAm1_10M_72hpi,30,200822,AWR144,LUAm1,10,0.353857042,Medium,FALSE,TRUE,15,72,continuous,1000,6,200825,200903,200908,200921
200825_AWR145_LUAm1_0M_72hpi,30,200822,AWR145,LUAm1,0,0,Mock,FALSE,FALSE,19,72,continuous,1000,6,200825,200903,200908,200921
200825_AWR145_LUAm1_10M_72hpi,30,200822,AWR145,LUAm1,10,0.353857042,Medium,FALSE,TRUE,8,72,continuous,1000,6,200825,200903,200908,200921
200904_N2_LUAm1_0M_72hpi,30,200901,N2,LUAm1,0,0,Mock,FALSE,FALSE,17,72,continuous,1000,6,200904,200907,200908,200929
200904_N2_LUAm1_10M_72hpi,30,200901,N2,LUAm1,10,0.353857042,Medium,FALSE,TRUE,12,72,continuous,1000,6,200904,200907,200908,200929
200904_JU1400_LUAm1_0M_72hpi,30,200901,JU1400,LUAm1,0,0,Mock,FALSE,FALSE,12,72,continuous,1000,6,200904,200907,200908,200929
200904_JU1400_LUAm1_10M_72hpi,30,200901,JU1400,LUAm1,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200904,200907,200908,200929
200904_VC40171_LUAm1_0M_72hpi,30,200901,VC40171,LUAm1,0,0,Mock,FALSE,FALSE,0,72,continuous,1000,6,200904,200907,200908,200929
200904_VC40171_LUAm1_10M_72hpi,30,200901,VC40171,LUAm1,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200904,200907,200908,200929
200904_AWR144_LUAm1_0M_72hpi,30,200901,AWR144,LUAm1,0,0,Mock,FALSE,FALSE,20,72,continuous,1000,6,200904,200907,200908,200929
200904_AWR144_LUAm1_10M_72hpi,30,200901,AWR144,LUAm1,10,0.353857042,Medium,FALSE,TRUE,13,72,continuous,1000,6,200904,200907,200908,200929
200904_AWR145_LUAm1_0M_72hpi,30,200901,AWR145,LUAm1,0,0,Mock,FALSE,FALSE,22,72,continuous,1000,6,200904,200907,200908,200929
200904_AWR145_LUAm1_10M_72hpi,30,200901,AWR145,LUAm1,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200904,200907,200908,200929
200904_N2_ERTm5_3.5M_72hpi,30,200901,N2,ERTm5,3.5,0.123849965,High,TRUE,TRUE,7,72,continuous,1000,6,200904,200907,200908,200929
200904_JU1400_ERTm5_3.5M_72hpi,30,200901,JU1400,ERTm5,3.5,0.123849965,High,FALSE,FALSE,0,72,continuous,1000,6,200904,200907,200908,200929
200904_AWR144_ERTm5_3.5M_72hpi,30,200901,AWR144,ERTm5,3.5,0.123849965,High,TRUE,TRUE,0,72,continuous,1000,6,200904,200907,200908,200929
200904_AWR145_ERTm5_3.5M_72hpi,30,200901,AWR145,ERTm5,3.5,0.123849965,High,TRUE,TRUE,0,72,continuous,1000,6,200904,200907,200908,200929
200904_N2_ERTm5_0.35M_72hpi,30,200901,N2,ERTm5,0.35,0.012384996,Very Low,FALSE,TRUE,17,72,continuous,1000,6,200904,200907,200908,200929
200904_N2_ERTm5_0.2M_72hpi,30,200901,N2,ERTm5,0.2,0.007077141,Extra Low,FALSE,TRUE,18,72,continuous,1000,6,200904,200907,200908,200929
200904_JU1400_ERTm5_0.35M_72hpi,30,200901,JU1400,ERTm5,0.35,0.012384996,Very Low,FALSE,TRUE,10,72,continuous,1000,6,200904,200907,200908,200929
200904_JU1400_ERTm5_0.2M_72hpi,30,200901,JU1400,ERTm5,0.2,0.007077141,Extra Low,FALSE,FALSE,11,72,continuous,1000,6,200904,200907,200908,200929
200915_N2_ERTm5_0M_72hpi,30,200912,N2,ERTm5,0,0,Mock,FALSE,FALSE,21,72,continuous,1000,6,200915,200921,200921,201005
200915_N2_ERTm5_3.5M_72hpi,30,200912,N2,ERTm5,3.5,0.123849965,High,TRUE,TRUE,3,72,continuous,1000,6,200915,200921,200921,201005
200915_JU1400_ERTm5_0M_72hpi,30,200912,JU1400,ERTm5,0,0,Mock,FALSE,FALSE,11,72,continuous,1000,6,200915,200921,200921,201005
200915_JU1400_ERTm5_3.5M_72hpi,30,200912,JU1400,ERTm5,3.5,0.123849965,High,FALSE,FALSE,0,72,continuous,1000,6,200915,200921,200921,201005
200915_AWR144_ERTm5_0M_72hpi,30,200912,AWR144,ERTm5,0,0,Mock,FALSE,FALSE,16,72,continuous,1000,6,200915,200921,200921,201005
200915_AWR144_ERTm5_3.5M_72hpi,30,200912,AWR144,ERTm5,3.5,0.123849965,High,TRUE,TRUE,10,72,continuous,1000,6,200915,200921,200921,201005
200915_AWR145_ERTm5_0M_72hpi,30,200912,AWR145,ERTm5,0,0,Mock,FALSE,FALSE,21,72,continuous,1000,6,200915,200921,200921,201005
200915_AWR145_ERTm5_3.5M_72hpi,30,200912,AWR145,ERTm5,3.5,0.123849965,High,TRUE,TRUE,4,72,continuous,1000,6,200915,200921,200921,201005
200918_N2_ERTm5_0M_72hpi,30,200915,N2,ERTm5,0,0,Mock,FALSE,FALSE,22,72,continuous,1000,6,200918,200921,200921,201006
200918_N2_ERTm5_3.5M_72hpi,30,200915,N2,ERTm5,3.5,0.123849965,High,TRUE,TRUE,7,72,continuous,1000,6,200918,200921,200921,201006
200918_JU1400_ERTm5_0M_72hpi,30,200915,JU1400,ERTm5,0,0,Mock,FALSE,FALSE,13,72,continuous,1000,6,200918,200921,200921,201006
200918_JU1400_ERTm5_3.5M_72hpi,30,200915,JU1400,ERTm5,3.5,0.123849965,High,FALSE,FALSE,0,72,continuous,1000,6,200918,200921,200921,201006
200918_AWR144_ERTm5_0M_72hpi,30,200915,AWR144,ERTm5,0,0,Mock,FALSE,FALSE,20,72,continuous,1000,6,200918,200921,200921,201006
200918_AWR144_ERTm5_3.5M_72hpi,30,200915,AWR144,ERTm5,3.5,0.123849965,High,TRUE,TRUE,6,72,continuous,1000,6,200918,200921,200921,201006
200918_AWR145_ERTm5_0M_72hpi,30,200915,AWR145,ERTm5,0,0,Mock,FALSE,FALSE,35,72,continuous,1000,6,200918,200921,200921,201006
200918_AWR145_ERTm5_3.5M_72hpi,30,200915,AWR145,ERTm5,3.5,0.123849965,High,TRUE,TRUE,0,72,continuous,1000,6,200918,200921,200921,201006
190426_VC20019_LUAm1_0M_72hpi,30,190423,VC20019,LUAm1,0,0,Mock,FALSE,FALSE,21,72,continuous,1000,6,190426,190513,190515,190516
190426_VC20019_LUAm1_10M_72hpi,30,190423,VC20019,LUAm1,10,0.353857042,Medium,FALSE,TRUE,8,72,continuous,1000,6,190426,190513,190515,190516
190426_VC20019_LUAm1_20M_72hpi,30,190423,VC20019,LUAm1,20,0.707714084,High,FALSE,TRUE,10,72,continuous,1000,6,190426,190513,190515,190516
190426_N2_LUAm1_0M_72hpi,30,190423,N2,LUAm1,0,0,Mock,FALSE,FALSE,17,72,continuous,1000,6,190426,190430,190501,190502
190426_N2_LUAm1_10M_72hpi,30,190423,N2,LUAm1,10,0.353857042,Medium,FALSE,TRUE,12,72,continuous,1000,6,190426,190513,190515,190516
190426_N2_LUAm1_20M_72hpi,30,190423,N2,LUAm1,20,0.707714084,High,FALSE,TRUE,1,72,continuous,1000,6,190426,190513,190515,190516
190426_AB1_LUAm1_0M_72hpi,30,190423,AB1,LUAm1,0,0,Mock,FALSE,FALSE,9,72,continuous,1000,6,190426,190430,190501,190502
190426_AB1_LUAm1_10M_72hpi,30,190423,AB1,LUAm1,10,0.353857042,Medium,FALSE,TRUE,10,72,continuous,1000,6,190426,190513,190515,190516
190426_AB1_LUAm1_20M_72hpi,30,190423,AB1,LUAm1,20,0.707714084,High,FALSE,TRUE,3,72,continuous,1000,6,190426,190513,190515,190516
190426_JU397_LUAm1_0M_72hpi,30,190423,JU397,LUAm1,0,0,Mock,FALSE,FALSE,13,72,continuous,1000,6,190426,190430,190501,190502
190426_JU397_LUAm1_10M_72hpi,30,190423,JU397,LUAm1,10,0.353857042,Medium,FALSE,TRUE,12,72,continuous,1000,6,190426,190513,190515,190516
190426_JU397_LUAm1_20M_72hpi,30,190423,JU397,LUAm1,20,0.707714084,High,FALSE,FALSE,9,72,continuous,1000,6,190426,190513,190515,190516
190426_JU642_LUAm1_0M_72hpi,30,190423,JU642,LUAm1,0,0,Mock,FALSE,FALSE,15,72,continuous,1000,6,190426,190430,190501,190502
190426_JU642_LUAm1_10M_72hpi,30,190423,JU642,LUAm1,10,0.353857042,Medium,FALSE,TRUE,11,72,continuous,1000,6,190426,190513,190515,190516
190426_JU642_LUAm1_20M_72hpi,30,190423,JU642,LUAm1,20,0.707714084,High,FALSE,TRUE,1,72,continuous,1000,6,190426,190513,190515,190516
190426_MY6_LUAm1_0M_72hpi,30,190423,MY6,LUAm1,0,0,Mock,FALSE,FALSE,20,72,continuous,1000,6,190426,190430,190501,190502
190426_MY6_LUAm1_10M_72hpi,30,190423,MY6,LUAm1,10,0.353857042,Medium,FALSE,TRUE,8,72,continuous,1000,6,190426,190513,190515,190516
190426_MY6_LUAm1_20M_72hpi,30,190423,MY6,LUAm1,20,0.707714084,High,FALSE,TRUE,12,72,continuous,1000,6,190426,190513,190515,190516
190426_ED3042_LUAm1_0M_72hpi,30,190423,ED3042,LUAm1,0,0,Mock,FALSE,FALSE,13,72,continuous,1000,6,190426,190430,190501,190502
190426_ED3042_LUAm1_10M_72hpi,30,190423,ED3042,LUAm1,10,0.353857042,Medium,FALSE,TRUE,7,72,continuous,1000,6,190426,190513,190515,190516
190426_ED3042_LUAm1_20M_72hpi,30,190423,ED3042,LUAm1,20,0.707714084,High,FALSE,TRUE,0,72,continuous,1000,6,190426,190513,190515,190516
190426_JU360_LUAm1_0M_72hpi,30,190423,JU360,LUAm1,0,0,Mock,FALSE,FALSE,14,72,continuous,1000,6,190426,190430,190501,190502
190426_JU360_LUAm1_10M_72hpi,30,190423,JU360,LUAm1,10,0.353857042,Medium,FALSE,TRUE,9,72,continuous,1000,6,190426,190513,190515,190516
190426_JU360_LUAm1_20M_72hpi,30,190423,JU360,LUAm1,20,0.707714084,High,FALSE,TRUE,0,72,continuous,1000,6,190426,190513,190515,190516
190426_JU1400_LUAm1_0M_72hpi,30,190423,JU1400,LUAm1,0,0,Mock,FALSE,FALSE,6,72,continuous,1000,6,190426,190430,190501,190502
190426_JU1400_LUAm1_10M_72hpi,30,190423,JU1400,LUAm1,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,190426,190513,190515,190516
190426_MY1_LUAm1_0M_72hpi,30,190423,MY1,LUAm1,0,0,Mock,FALSE,FALSE,13,72,continuous,1000,6,190426,190430,190501,190502
190426_MY1_LUAm1_10M_72hpi,30,190423,MY1,LUAm1,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,190426,190513,190515,190516
190426_MY1_LUAm1_20M_72hpi,30,190423,MY1,LUAm1,20,0.707714084,High,FALSE,TRUE,0,72,continuous,1000,6,190426,190513,190515,190516
190426_VC20019_ERTm5_0M_72hpi,30,190423,VC20019,ERTm5,0,0,Mock,FALSE,TRUE,16,72,continuous,1000,6,190426,190430,190501,190502
190426_VC20019_ERTm5_1.75M_72hpi,30,190423,VC20019,ERTm5,1.75,0.061924982,Medium,TRUE,TRUE,5,72,continuous,1000,6,190426,190430,190501,190502
190426_VC20019_ERTm5_3.5M_72hpi,30,190423,VC20019,ERTm5,3.5,0.123849965,High,FALSE,TRUE,4,72,continuous,1000,6,190426,190430,190501,190502
190426_N2_ERTm5_0M_72hpi,30,190423,N2,ERTm5,0,0,Mock,FALSE,TRUE,21,72,continuous,1000,6,190426,190529,190530,201026
190426_N2_ERTm5_1.75M_72hpi,30,190423,N2,ERTm5,1.75,0.061924982,Medium,TRUE,TRUE,10,72,continuous,1000,6,190426,190529,190530,201026
190426_N2_ERTm5_3.5M_72hpi,30,190423,N2,ERTm5,3.5,0.123849965,High,TRUE,TRUE,9,72,continuous,1000,6,190426,190529,190530,201026
190426_CB4856_ERTm5_0M_72hpi,30,190423,CB4856,ERTm5,0,0,Mock,FALSE,TRUE,13,72,continuous,1000,6,190426,190430,190501,190502
190426_CB4856_ERTm5_1.75M_72hpi,30,190423,CB4856,ERTm5,1.75,0.061924982,Medium,TRUE,TRUE,16,72,continuous,1000,6,190426,190430,190501,190502
190426_CB4856_ERTm5_3.5M_72hpi,30,190423,CB4856,ERTm5,3.5,0.123849965,High,FALSE,TRUE,5,72,continuous,1000,6,190426,190430,190501,190502
190426_JU300_ERTm5_0M_72hpi,30,190423,JU300,ERTm5,0,0,Mock,FALSE,TRUE,27,72,continuous,1000,6,190426,190430,190501,190502
190426_JU300_ERTm5_1.75M_72hpi,30,190423,JU300,ERTm5,1.75,0.061924982,Medium,TRUE,TRUE,12,72,continuous,1000,6,190426,190430,190501,190502
190426_JU300_ERTm5_3.5M_72hpi,30,190423,JU300,ERTm5,3.5,0.123849965,High,TRUE,TRUE,9,72,continuous,1000,6,190426,190430,190501,190502
190426_JU1400_ERTm5_0M_72hpi,30,190423,JU1400,ERTm5,0,0,Mock,FALSE,TRUE,6,72,continuous,1000,6,190426,190529,190530,201026
190426_JU1400_ERTm5_1.75M_72hpi,30,190423,JU1400,ERTm5,1.75,0.061924982,Medium,FALSE,TRUE,2,72,continuous,1000,6,190426,190529,190530,201026
190426_JU1400_ERTm5_3.5M_72hpi,30,190423,JU1400,ERTm5,3.5,0.123849965,High,FALSE,TRUE,0,72,continuous,1000,6,190426,190529,190530,201026
190426_MY2_ERTm5_0M_72hpi,30,190423,MY2,ERTm5,0,0,Mock,FALSE,TRUE,31,72,continuous,1000,6,190426,190430,190501,190502
190426_MY2_ERTm5_1.75M_72hpi,30,190423,MY2,ERTm5,1.75,0.061924982,Medium,TRUE,TRUE,9,72,continuous,1000,6,190426,190430,190501,190502
190426_MY2_ERTm5_3.5M_72hpi,30,190423,MY2,ERTm5,3.5,0.123849965,High,TRUE,TRUE,11,72,continuous,1000,6,190426,190430,190501,190502
190426_VC20019_ERTm2_0M_72hpi,30,190423,VC20019,ERTm2,0,0,Mock,FALSE,TRUE,10,72,continuous,1000,6,190426,190430,190501,190502
190426_VC20019_ERTm2_0.5M_72hpi,30,190423,VC20019,ERTm2,0.5,0.017692852,Low,TRUE,TRUE,0,72,continuous,1000,6,190426,190430,190501,190502
190426_VC20019_ERTm2_1.5M_72hpi,30,190423,VC20019,ERTm2,1.5,0.053078556,High,TRUE,TRUE,0,72,continuous,1000,6,190426,190430,190501,190502
190426_N2_ERTm2_0M_72hpi,30,190423,N2,ERTm2,0,0,Mock,FALSE,TRUE,15,72,continuous,1000,6,190426,190430,190501,190502
190426_N2_ERTm2_0.5M_72hpi,30,190423,N2,ERTm2,0.5,0.017692852,Low,TRUE,TRUE,0,72,continuous,1000,6,190426,190430,190501,190502
190426_N2_ERTm2_1.5M_72hpi,30,190423,N2,ERTm2,1.5,0.053078556,High,TRUE,TRUE,0,72,continuous,1000,6,190426,190430,190501,190502
190426_JU360_ERTm2_0M_72hpi,30,190423,JU360,ERTm2,0,0,Mock,FALSE,TRUE,22,72,continuous,1000,6,190426,190430,190501,190502
190426_JU360_ERTm2_0.5M_72hpi,30,190423,JU360,ERTm2,0.5,0.017692852,Low,FALSE,TRUE,17,72,continuous,1000,6,190426,190430,190501,190502
190426_JU360_ERTm2_1.5M_72hpi,30,190423,JU360,ERTm2,1.5,0.053078556,High,TRUE,TRUE,10,72,continuous,1000,6,190426,190430,190501,190502
190426_MY2_ERTm2_0M_72hpi,30,190423,MY2,ERTm2,0,0,Mock,FALSE,TRUE,34,72,continuous,1000,6,190426,190430,190501,190502
190426_MY2_ERTm2_0.5M_72hpi,30,190423,MY2,ERTm2,0.5,0.017692852,Low,TRUE,TRUE,15,72,continuous,1000,6,190426,190430,190501,190502
190426_MY2_ERTm2_1.5M_72hpi,30,190423,MY2,ERTm2,1.5,0.053078556,High,TRUE,TRUE,0,72,continuous,1000,6,190426,190430,190501,190502
200707_N2_LUAm1_0M_72hpi,31,200704,N2,LUAm1,0,0,Mock,FALSE,FALSE,18,72,continuous,1000,6,200707,200803,200804,200806
200707_N2_LUAm1_10M_72hpi,31,200704,N2,LUAm1,10,0.353857042,Medium,FALSE,TRUE,7,72,continuous,1000,6,200707,200803,200804,200806
200707_JU1400_LUAm1_0M_72hpi,31,200704,JU1400,LUAm1,0,0,Mock,FALSE,FALSE,9,72,continuous,1000,6,200707,200803,200804,200806
200707_JU1400_LUAm1_10M_72hpi,31,200704,JU1400,LUAm1,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200707,200803,200804,200806
200707_ED3052A_LUAm1_0M_72hpi,31,200704,ED3052A,LUAm1,0,0,Mock,FALSE,FALSE,13,72,continuous,1000,6,200707,200803,200804,200806
200707_ED3052A_LUAm1_10M_72hpi,31,200704,ED3052A,LUAm1,10,0.353857042,Medium,FALSE,TRUE,6,72,continuous,1000,6,200707,200803,200804,200806
200707_ED3052B_LUAm1_0M_72hpi,31,200704,ED3052B,LUAm1,0,0,Mock,FALSE,FALSE,7,72,continuous,1000,6,200707,200803,200804,200806
200707_ED3052B_LUAm1_10M_72hpi,31,200704,ED3052B,LUAm1,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200707,200803,200804,200806
200707_MY1_LUAm1_0M_72hpi,31,200704,MY1,LUAm1,0,0,Mock,FALSE,FALSE,9,72,continuous,1000,6,200707,200803,200804,200806
200707_MY1_LUAm1_10M_72hpi,31,200704,MY1,LUAm1,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200707,200803,200804,200806
200707_N2_MAM1_4M_72hpi,31,200704,N2,MAM1,4,0.141542817,Medium,FALSE,TRUE,18,72,continuous,1000,6,200707,200803,200804,200806
200707_JU1400_MAM1_4M_72hpi,31,200704,JU1400,MAM1,4,0.141542817,Medium,FALSE,TRUE,9,72,continuous,1000,6,200707,200803,200804,200806
200707_N2_LUAm3_10M_72hpi,31,200704,N2,LUAm3,10,0.353857042,Medium,FALSE,TRUE,6,72,continuous,1000,6,200707,200803,200804,200806
200707_JU1400_LUAm3_10M_72hpi,31,200704,JU1400,LUAm3,10,0.353857042,Medium,FALSE,TRUE,0,72,continuous,1000,6,200707,200803,200804,200806
